Category	Subcategory	Subsystem	Role	Features
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	fig|6666666.707976.peg.4753
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism in plants	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	fig|6666666.707976.peg.4751
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	FMN adenylyltransferase (EC 2.7.7.2)	fig|6666666.707976.peg.3091
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	fig|6666666.707976.peg.4752
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	Riboflavin kinase (EC 2.7.1.26)	fig|6666666.707976.peg.3091
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	riboflavin to FAD	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	fig|6666666.707976.peg.4751
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Flavodoxin	Hypothetical flavoprotein YqcA (clustered with tRNA pseudouridine synthase C)	fig|6666666.707976.peg.1133
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Flavodoxin	NAD(P)H oxidoreductase YRKL (EC 1.6.99.-)	fig|6666666.707976.peg.660
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Flavodoxin	Flavodoxin 2	fig|6666666.707976.peg.660
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	FMN adenylyltransferase (EC 2.7.7.2)	fig|6666666.707976.peg.3091
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	fig|6666666.707976.peg.4517, fig|6666666.707976.peg.4750
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	5-Amino-6-(5'-phosphoribitylamino)uracil phosphatase	fig|6666666.707976.peg.5274
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	fig|6666666.707976.peg.4753
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Riboflavin kinase (EC 2.7.1.26)	fig|6666666.707976.peg.3091
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	GTP cyclohydrolase II (EC 3.5.4.25)	fig|6666666.707976.peg.1526, fig|6666666.707976.peg.4745, fig|6666666.707976.peg.4751
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	fig|6666666.707976.peg.4752
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	fig|6666666.707976.peg.4753
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin, FMN and FAD metabolism	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	fig|6666666.707976.peg.4751
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	Predicted transcriptional regulator of pyridoxine metabolism	fig|6666666.707976.peg.5262
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	fig|6666666.707976.peg.1352, fig|6666666.707976.peg.1687, fig|6666666.707976.peg.2236, fig|6666666.707976.peg.3174, fig|6666666.707976.peg.4620, fig|6666666.707976.peg.5375, fig|6666666.707976.peg.5543
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	fig|6666666.707976.peg.4584, fig|6666666.707976.peg.4872
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	fig|6666666.707976.peg.1932, fig|6666666.707976.peg.3953
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	fig|6666666.707976.peg.3297
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)	fig|6666666.707976.peg.359
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	Pyridoxal kinase (EC 2.7.1.35)	fig|6666666.707976.peg.4133
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	Phosphoserine aminotransferase (EC 2.6.1.52)	fig|6666666.707976.peg.5169
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	fig|6666666.707976.peg.4741
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin (Vitamin B6) Biosynthesis	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fig|6666666.707976.peg.2006, fig|6666666.707976.peg.3047
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Quinolinate synthetase (EC 2.5.1.72)	fig|6666666.707976.peg.2031
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinamidase family protein YcaC	fig|6666666.707976.peg.651, fig|6666666.707976.peg.2999, fig|6666666.707976.peg.3811
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	ADP-ribose pyrophosphatase (EC 3.6.1.13)	fig|6666666.707976.peg.5751
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Niacin transporter NiaP	fig|6666666.707976.peg.411
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Ribosyl nicotinamide transporter, PnuC-like	fig|6666666.707976.peg.2317
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	fig|6666666.707976.peg.4713
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinamidase/isochorismatase family protein	fig|6666666.707976.peg.3524, fig|6666666.707976.peg.3537
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	fig|6666666.707976.peg.1416
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Ribosylnicotinamide kinase (EC 2.7.1.22)	fig|6666666.707976.peg.2284, fig|6666666.707976.peg.2316
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	NAD kinase (EC 2.7.1.23)	fig|6666666.707976.peg.2162
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	fig|6666666.707976.peg.5102
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	C-terminal domain of CinA type S	fig|6666666.707976.peg.1876, fig|6666666.707976.peg.1876
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	NAD synthetase (EC 6.3.1.5)	fig|6666666.707976.peg.1415
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	L-aspartate oxidase (EC 1.4.3.16)	fig|6666666.707976.peg.4645
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Amidases related to nicotinamidase	fig|6666666.707976.peg.3657
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD and NADP cofactor biosynthesis global	Nicotinamidase (EC 3.5.1.19)	fig|6666666.707976.peg.2353
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Dihydropteroate synthase (EC 2.5.1.15)	fig|6666666.707976.peg.5089
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	fig|6666666.707976.peg.1833
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	fig|6666666.707976.peg.2726
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Aspartate 1-decarboxylase (EC 4.1.1.11)	fig|6666666.707976.peg.2643
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Cell division protein FtsH (EC 3.4.24.-)	fig|6666666.707976.peg.2633, fig|6666666.707976.peg.2774, fig|6666666.707976.peg.3542, fig|6666666.707976.peg.5088
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	GTP cyclohydrolase I (EC 3.5.4.16) type 1	fig|6666666.707976.peg.1139, fig|6666666.707976.peg.2438
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Pantoate--beta-alanine ligase (EC 6.3.2.1)	fig|6666666.707976.peg.2644
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	fig|6666666.707976.peg.2646, fig|6666666.707976.peg.4882
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate biosynthesis cluster	Dihydroneopterin aldolase (EC 4.1.2.25)	fig|6666666.707976.peg.4883
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)	fig|6666666.707976.peg.5666
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis protein MoaC	fig|6666666.707976.peg.1427
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum transport system permease protein ModB (TC 3.A.1.8.1)	fig|6666666.707976.peg.5665
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis protein MoaE	fig|6666666.707976.peg.1429
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdopterin biosynthesis protein MoeA	fig|6666666.707976.peg.1299, fig|6666666.707976.peg.3951
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	DNA-binding domain of ModE	fig|6666666.707976.peg.4919
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	GTP cyclohydrolase II (EC 3.5.4.25)	fig|6666666.707976.peg.1526, fig|6666666.707976.peg.4745, fig|6666666.707976.peg.4751
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdopterin-guanine dinucleotide biosynthesis protein MobA	fig|6666666.707976.peg.1297
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis protein MoaD	fig|6666666.707976.peg.1428
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	fig|6666666.707976.peg.1139, fig|6666666.707976.peg.2438
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis protein MoaA	fig|6666666.707976.peg.889, fig|6666666.707976.peg.2793
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	fig|6666666.707976.peg.2745, fig|6666666.707976.peg.5514
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum ABC transporter, periplasmic molybdenum-binding protein ModA (TC 3.A.1.8.1)	fig|6666666.707976.peg.5664
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdenum cofactor biosynthesis protein MoaB	fig|6666666.707976.peg.1298, fig|6666666.707976.peg.3952
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdopterin biosynthesis protein MoeB	fig|6666666.707976.peg.2712
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Molybdenum cofactor biosynthesis	Molybdate-binding domain of ModE	fig|6666666.707976.peg.4919
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Aminodeoxychorismate lyase (EC 4.1.3.38)	fig|6666666.707976.peg.2760
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Folylpolyglutamate synthase (EC 6.3.2.17)	fig|6666666.707976.peg.79
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 2	fig|6666666.707976.peg.4142
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydropteroate synthase (EC 2.5.1.15)	fig|6666666.707976.peg.5089
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|6666666.707976.peg.5329
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydroneopterin triphosphate epimerase	fig|6666666.707976.peg.1140
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydrofolate reductase (EC 1.5.1.3)	fig|6666666.707976.peg.5403
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	FolM Alternative dihydrofolate reductase 1	fig|6666666.707976.peg.1138
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydrofolate synthase (EC 6.3.2.12)	fig|6666666.707976.peg.79
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	fig|6666666.707976.peg.1139, fig|6666666.707976.peg.2438
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	fig|6666666.707976.peg.3218
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Thymidylate synthase (EC 2.1.1.45)	fig|6666666.707976.peg.5392
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	fig|6666666.707976.peg.2646, fig|6666666.707976.peg.4882
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Dihydroneopterin aldolase (EC 4.1.2.25)	fig|6666666.707976.peg.4883
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Folate Biosynthesis	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	fig|6666666.707976.peg.2414, fig|6666666.707976.peg.4854
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Alcohol dehydrogenase (EC 1.1.1.1)	fig|6666666.707976.peg.2569, fig|6666666.707976.peg.2635, fig|6666666.707976.peg.2816, fig|6666666.707976.peg.3138, fig|6666666.707976.peg.4334, fig|6666666.707976.peg.4859, fig|6666666.707976.peg.5532, fig|6666666.707976.peg.5662
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrofolate reductase (EC 1.5.1.3)	fig|6666666.707976.peg.5403
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Serine hydroxymethyltransferase (EC 2.1.2.1)	fig|6666666.707976.peg.3067, fig|6666666.707976.peg.3068, fig|6666666.707976.peg.4948, fig|6666666.707976.peg.5265
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	fig|6666666.707976.peg.2512
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	fig|6666666.707976.peg.2529
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fig|6666666.707976.peg.5487
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	fig|6666666.707976.peg.4156
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	fig|6666666.707976.peg.2070, fig|6666666.707976.peg.4942
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	fig|6666666.707976.peg.3450, fig|6666666.707976.peg.3451
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fig|6666666.707976.peg.5329
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	fig|6666666.707976.peg.5782
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	fig|6666666.707976.peg.3347, fig|6666666.707976.peg.5682
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamine-monophosphate kinase (EC 2.7.4.16)	fig|6666666.707976.peg.4748
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	fig|6666666.707976.peg.472
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	fig|6666666.707976.peg.5783
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	fig|6666666.707976.peg.2826
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	Homogentisate 1,2-dioxygenase (EC 1.13.11.5)	fig|6666666.707976.peg.1124
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	Fumarylacetoacetase (EC 3.7.1.2)	fig|6666666.707976.peg.1123
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	fig|6666666.707976.peg.2856, fig|6666666.707976.peg.5639
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	fig|6666666.707976.peg.57
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	Maleylacetoacetate isomerase (EC 5.2.1.2)	fig|6666666.707976.peg.1122
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)	fig|6666666.707976.peg.1009
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	Phenylalanine-4-hydroxylase (EC 1.14.16.1)	fig|6666666.707976.peg.1008
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin carbinolamine dehydratase	Fumarylacetoacetate hydrolase family protein	fig|6666666.707976.peg.867, fig|6666666.707976.peg.5378
Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic acid metabolism	Proposed lipoate regulatory protein YbeD	fig|6666666.707976.peg.4705
Cofactors, Vitamins, Prosthetic Groups, Pigments	Lipoic acid	Lipoic acid metabolism	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	fig|6666666.707976.peg.4704
